Query,GB_ID,superkingdom,phylum,class,order,family,genus,species,id
ESV_002507,HQ708901,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium tracheiphilum,77.3
ESV_002507,HQ708903,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium tracheiphilum,77.3
ESV_002507,HQ708904,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium tracheiphilum,77.3
ESV_002507,HQ708560,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium contiguanum,77.3
ESV_002507,HQ422997,Eukaryota,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Jania,Jania sp. ARS-2011,77.3
ESV_002509,MG143096,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomidae sp. BIOUG27404-G04,98.7
ESV_002509,KJ208375,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomidae sp. BOLD:ACC8026,98.1
ESV_002510,KR436032,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85.7
ESV_002510,KT075805,Eukaryota,Arthropoda,Insecta,Diptera,Phoridae,,Phoridae sp. BOLD-2016,85
ESV_002510,MG139484,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG140902,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG141037,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG139385,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG146365,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG139591,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG139340,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG139540,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG140738,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG146722,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG145323,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG145019,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG143074,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG147110,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG146720,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG140482,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG141555,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG141725,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG145348,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG142874,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG140618,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG139055,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,KR467753,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG140758,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG147036,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG140948,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG142041,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG145265,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG147005,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG141108,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG144601,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,KM900603,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG141412,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG139978,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG143720,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG144058,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG148265,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG142220,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG144487,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG145885,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG145013,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG143383,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG139673,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG142971,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG141428,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG142408,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG143290,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG146443,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG138932,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG147246,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG148206,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG142531,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG145683,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG144467,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG148118,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG140193,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG147666,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG141851,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG144314,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG142485,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,KM965865,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG142227,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG141039,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG139520,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG142430,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG143328,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG143896,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG145465,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG138667,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG147792,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG141313,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG145367,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG144150,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG148190,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG143099,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG145681,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG140022,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG144029,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG143874,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG142072,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG141837,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG146849,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG139844,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG147528,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG142108,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG140597,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG145849,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,MG146352,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Cyphomella,Cyphomella cornea,85
ESV_002510,KJ086188,Eukaryota,Arthropoda,Insecta,Diptera,Agromyzidae,,Agromyzidae sp. BOLD:ACA3322,85
ESV_002510,KJ163682,Eukaryota,Arthropoda,Insecta,Diptera,Agromyzidae,,Agromyzidae sp. BOLD:ACA3322,85
ESV_002510,KJ088302,Eukaryota,Arthropoda,Insecta,Diptera,Agromyzidae,,Agromyzidae sp. BOLD:ACA3322,85
ESV_002511,MH124203,Eukaryota,NA,NA,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba byersi,99.4
ESV_002512,JX184002,Eukaryota,Rotifera,Bdelloidea,Philodinida,Habrotrochidae,Habrotrocha,Habrotrocha constricta,87.9
ESV_002512,KJ543638,Eukaryota,Rotifera,Bdelloidea,,,,Bdelloidea sp. Bd27_05,87.9
ESV_002512,KM043195,Eukaryota,Rotifera,Bdelloidea,Philodinida,Philodinidae,Macrotrachela,Macrotrachela habita,87.3
ESV_002512,GQ465621,Eukaryota,Rotifera,Bdelloidea,Adinetida,Adinetidae,Adineta,Adineta vaga,87.3
ESV_002512,KJ543639,Eukaryota,Rotifera,Bdelloidea,,,,Bdelloidea sp. Bd27_06,87.3
ESV_002512,MF503413,Eukaryota,Rotifera,Bdelloidea,Philodinida,Philodinidae,Philodina,Philodina sp. R1_CoastL,87.3
ESV_002512,MF503414,Eukaryota,Rotifera,Bdelloidea,Philodinida,Philodinidae,Philodina,Philodina sp. R2_BlueL,87.3
ESV_002512,KJ543634,Eukaryota,Rotifera,Bdelloidea,,,,Bdelloidea sp. Bd27_01,87.3
ESV_002512,KJ543636,Eukaryota,Rotifera,Bdelloidea,,,,Bdelloidea sp. Bd27_03,87.3
ESV_002512,MF503416,Eukaryota,Rotifera,Bdelloidea,Philodinida,Philodinidae,Philodina,Philodina sp. R4_BlueL,87.3
ESV_002512,KJ543637,Eukaryota,Rotifera,Bdelloidea,,,,Bdelloidea sp. Bd27_04,87.3
ESV_002512,MF503415,Eukaryota,Rotifera,Bdelloidea,Philodinida,Philodinidae,Philodina,Philodina sp. R3_BlueL,87.3
ESV_002513,MG117016,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR773616,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR769663,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR750128,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG115475,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KT618772,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR770454,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR768754,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR742407,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG115441,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KT105934,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR775275,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG115563,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR769722,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG117958,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR763920,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR521094,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR766932,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR760828,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR775436,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR754695,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG114131,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR745620,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR742420,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KT114236,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG111882,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR386010,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MF756522,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR746232,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG116003,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR757319,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR775217,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR522024,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR386379,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR774378,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG116948,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR770311,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR774450,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR760997,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR751160,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG119896,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR762466,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR772134,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR769275,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR757092,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KT115359,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR768594,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR774955,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG115046,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR776072,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR765819,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR524105,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR776407,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG115032,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG116468,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG121577,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG121366,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR766536,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR777234,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR766377,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG119716,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR635059,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR767163,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR773587,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG115406,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG118760,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG119180,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG120768,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG119554,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG120097,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG116204,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG118677,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR766042,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG119318,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG119712,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR774080,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR771338,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG112059,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR765296,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR763351,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR773380,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR745314,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR772662,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG112964,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR776479,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR644935,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR773671,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR759659,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR770066,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG118693,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR769457,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR771101,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR753521,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR769577,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG113565,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG119388,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG114008,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG118637,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,KR760843,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002513,MG116637,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,Pollenia,Pollenia pediculata,99.4
ESV_002514,KP691351,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,81.6
ESV_002514,KP691352,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,81.6
ESV_002514,JX682588,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela guttata,81.6
ESV_002514,KP691357,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela flabellulum,81
ESV_002514,JX682594,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,81
ESV_002514,KP691356,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,81
ESV_002514,KP691354,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,81
ESV_002514,JX682590,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,81
